regional_fuel_market	fuel	tier	period	unit_cost	max_avail_at_cost	fixed_cost	max_age
Hawaii_Biodiesel	Biodiesel	base	2045	48.6808704123	.	0.0	.
Hawaii_Coal	Coal	base	2045	3.60004535938	.	0.0	.
Hawaii_Diesel	Diesel	base	2045	32.5118538079	.	0.0	.
Hawaii_LNG	LNG	bulk_10	2045	22.013198941	51113806.0	1.27906440669	10.0000000000000000
Hawaii_LNG	LNG	bulk_15	2045	22.013198941	51113806.0	1.13877784832	15.0000000000000000
Hawaii_LNG	LNG	bulk_20	2045	22.013198941	51113806.0	1.07150973446	20.0000000000000000
Hawaii_LNG	LNG	bulk_25	2045	22.013198941	51113806.0	1.03331927855	25.0000000000000000
Hawaii_LNG	LNG	bulk_30	2045	22.013198941	51113806.0	1.00953910263	30.0000000000000000
Hawaii_LNG	LNG	container_10	2045	14.3848600901	34757388.08	1.03256313832	10.0000000000000000
Hawaii_LNG	LNG	container_15	2045	14.3848600901	34757388.08	0.782491737361	15.0000000000000000
Hawaii_LNG	LNG	container_20	2045	14.3848600901	34757388.08	0.662581236547	20.0000000000000000
Hawaii_LNG	LNG	container_25	2045	14.3848600901	34757388.08	0.594503860332	25.0000000000000000
Hawaii_LNG	LNG	container_30	2045	14.3848600901	34757388.08	0.552113898126	30.0000000000000000
Hawaii_LSFO	LSFO	base	2045	29.5679334306	.	0.0	.
Hawaii_Pellet-Biomass	Pellet-Biomass	base	2045	13.999578125	.	0.0	.
