LOAD_ZONE	TIMEPOINT	ev_bau_mw
Oahu	2020020200	1.44544490145
Oahu	2020020202	0.595475734288
Oahu	2020020204	0.273038769986
Oahu	2020020206	0.999975985831
Oahu	2020020208	3.7380807112
Oahu	2020020210	2.62330235318
Oahu	2020020212	2.07802571249
Oahu	2020020214	2.57659558137
Oahu	2020020216	3.28075050161
Oahu	2020020218	4.58677563235
Oahu	2020020220	4.10252096432
Oahu	2020020222	2.9388677886
Oahu	2020040200	1.44544490145
Oahu	2020040202	0.595475734288
Oahu	2020040204	0.273038769986
Oahu	2020040206	0.999975985831
Oahu	2020040208	3.7380807112
Oahu	2020040210	2.62330235318
Oahu	2020040212	2.07802571249
Oahu	2020040214	2.57659558137
Oahu	2020040216	3.28075050161
Oahu	2020040218	4.58677563235
Oahu	2020040220	4.10252096432
Oahu	2020040222	2.9388677886
Oahu	2020060200	1.44544490145
Oahu	2020060202	0.595475734288
Oahu	2020060204	0.273038769986
Oahu	2020060206	0.999975985831
Oahu	2020060208	3.7380807112
Oahu	2020060210	2.62330235318
Oahu	2020060212	2.07802571249
Oahu	2020060214	2.57659558137
Oahu	2020060216	3.28075050161
Oahu	2020060218	4.58677563235
Oahu	2020060220	4.10252096432
Oahu	2020060222	2.9388677886
Oahu	2020080200	1.44544490145
Oahu	2020080202	0.595475734288
Oahu	2020080204	0.273038769986
Oahu	2020080206	0.999975985831
Oahu	2020080208	3.7380807112
Oahu	2020080210	2.62330235318
Oahu	2020080212	2.07802571249
Oahu	2020080214	2.57659558137
Oahu	2020080216	3.28075050161
Oahu	2020080218	4.58677563235
Oahu	2020080220	4.10252096432
Oahu	2020080222	2.9388677886
Oahu	2020100200	1.44544490145
Oahu	2020100202	0.595475734288
Oahu	2020100204	0.273038769986
Oahu	2020100206	0.999975985831
Oahu	2020100208	3.7380807112
Oahu	2020100210	2.62330235318
Oahu	2020100212	2.07802571249
Oahu	2020100214	2.57659558137
Oahu	2020100216	3.28075050161
Oahu	2020100218	4.58677563235
Oahu	2020100220	4.10252096432
Oahu	2020100222	2.9388677886
Oahu	2020120200	1.44544490145
Oahu	2020120202	0.595475734288
Oahu	2020120204	0.273038769986
Oahu	2020120206	0.999975985831
Oahu	2020120208	3.7380807112
Oahu	2020120210	2.62330235318
Oahu	2020120212	2.07802571249
Oahu	2020120214	2.57659558137
Oahu	2020120216	3.28075050161
Oahu	2020120218	4.58677563235
Oahu	2020120220	4.10252096432
Oahu	2020120222	2.9388677886
Oahu	2022020600	1.7851935002
Oahu	2022020602	0.735440976897
Oahu	2022020604	0.337215923616
Oahu	2022020606	1.23501810997
Oahu	2022020608	4.61670824128
Oahu	2022020610	3.23990371771
Oahu	2022020612	2.56646101934
Oahu	2022020614	3.1822186234
Oahu	2022020616	4.05188358641
Oahu	2022020618	5.66488700987
Oahu	2022020620	5.06680936269
Oahu	2022020622	3.62964210457
Oahu	2022040600	1.7851935002
Oahu	2022040602	0.735440976897
Oahu	2022040604	0.337215923616
Oahu	2022040606	1.23501810997
Oahu	2022040608	4.61670824128
Oahu	2022040610	3.23990371771
Oahu	2022040612	2.56646101934
Oahu	2022040614	3.1822186234
Oahu	2022040616	4.05188358641
Oahu	2022040618	5.66488700987
Oahu	2022040620	5.06680936269
Oahu	2022040622	3.62964210457
Oahu	2022060600	1.7851935002
Oahu	2022060602	0.735440976897
Oahu	2022060604	0.337215923616
Oahu	2022060606	1.23501810997
Oahu	2022060608	4.61670824128
Oahu	2022060610	3.23990371771
Oahu	2022060612	2.56646101934
Oahu	2022060614	3.1822186234
Oahu	2022060616	4.05188358641
Oahu	2022060618	5.66488700987
Oahu	2022060620	5.06680936269
Oahu	2022060622	3.62964210457
Oahu	2022080600	1.7851935002
Oahu	2022080602	0.735440976897
Oahu	2022080604	0.337215923616
Oahu	2022080606	1.23501810997
Oahu	2022080608	4.61670824128
Oahu	2022080610	3.23990371771
Oahu	2022080612	2.56646101934
Oahu	2022080614	3.1822186234
Oahu	2022080616	4.05188358641
Oahu	2022080618	5.66488700987
Oahu	2022080620	5.06680936269
Oahu	2022080622	3.62964210457
Oahu	2022100600	1.7851935002
Oahu	2022100602	0.735440976897
Oahu	2022100604	0.337215923616
Oahu	2022100606	1.23501810997
Oahu	2022100608	4.61670824128
Oahu	2022100610	3.23990371771
Oahu	2022100612	2.56646101934
Oahu	2022100614	3.1822186234
Oahu	2022100616	4.05188358641
Oahu	2022100618	5.66488700987
Oahu	2022100620	5.06680936269
Oahu	2022100622	3.62964210457
Oahu	2022120600	1.7851935002
Oahu	2022120602	0.735440976897
Oahu	2022120604	0.337215923616
Oahu	2022120606	1.23501810997
Oahu	2022120608	4.61670824128
Oahu	2022120610	3.23990371771
Oahu	2022120612	2.56646101934
Oahu	2022120614	3.1822186234
Oahu	2022120616	4.05188358641
Oahu	2022120618	5.66488700987
Oahu	2022120620	5.06680936269
Oahu	2022120622	3.62964210457
Oahu	2025021000	2.29481639832
Oahu	2025021002	0.945388840812
Oahu	2025021004	0.433481654063
Oahu	2025021006	1.58758129618
Oahu	2025021008	5.9346495364
Oahu	2025021010	4.16480576449
Oahu	2025021012	3.29911397962
Oahu	2025021014	4.09065318645
Oahu	2025021016	5.20858321359
Oahu	2025021018	7.28205407617
Oahu	2025021020	6.51324196024
Oahu	2025021022	4.66580357853
Oahu	2025041000	2.29481639832
Oahu	2025041002	0.945388840812
Oahu	2025041004	0.433481654063
Oahu	2025041006	1.58758129618
Oahu	2025041008	5.9346495364
Oahu	2025041010	4.16480576449
Oahu	2025041012	3.29911397962
Oahu	2025041014	4.09065318645
Oahu	2025041016	5.20858321359
Oahu	2025041018	7.28205407617
Oahu	2025041020	6.51324196024
Oahu	2025041022	4.66580357853
Oahu	2025061000	2.29481639832
Oahu	2025061002	0.945388840812
Oahu	2025061004	0.433481654063
Oahu	2025061006	1.58758129618
Oahu	2025061008	5.9346495364
Oahu	2025061010	4.16480576449
Oahu	2025061012	3.29911397962
Oahu	2025061014	4.09065318645
Oahu	2025061016	5.20858321359
Oahu	2025061018	7.28205407617
Oahu	2025061020	6.51324196024
Oahu	2025061022	4.66580357853
Oahu	2025081000	2.29481639832
Oahu	2025081002	0.945388840812
Oahu	2025081004	0.433481654063
Oahu	2025081006	1.58758129618
Oahu	2025081008	5.9346495364
Oahu	2025081010	4.16480576449
Oahu	2025081012	3.29911397962
Oahu	2025081014	4.09065318645
Oahu	2025081016	5.20858321359
Oahu	2025081018	7.28205407617
Oahu	2025081020	6.51324196024
Oahu	2025081022	4.66580357853
Oahu	2025101000	2.29481639832
Oahu	2025101002	0.945388840812
Oahu	2025101004	0.433481654063
Oahu	2025101006	1.58758129618
Oahu	2025101008	5.9346495364
Oahu	2025101010	4.16480576449
Oahu	2025101012	3.29911397962
Oahu	2025101014	4.09065318645
Oahu	2025101016	5.20858321359
Oahu	2025101018	7.28205407617
Oahu	2025101020	6.51324196024
Oahu	2025101022	4.66580357853
Oahu	2025121000	2.29481639832
Oahu	2025121002	0.945388840812
Oahu	2025121004	0.433481654063
Oahu	2025121006	1.58758129618
Oahu	2025121008	5.9346495364
Oahu	2025121010	4.16480576449
Oahu	2025121012	3.29911397962
Oahu	2025121014	4.09065318645
Oahu	2025121016	5.20858321359
Oahu	2025121018	7.28205407617
Oahu	2025121020	6.51324196024
Oahu	2025121022	4.66580357853
Oahu	2030021400	3.14418789518
Oahu	2030021402	1.29530194734
Oahu	2030021404	0.59392453814
Oahu	2030021406	2.17518660653
