GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om
Oahu_OnshoreWind_OnWind_204	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_204	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_204	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_204	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_205	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_205	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_205	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_205	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_205	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_205	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_205	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_206	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_206	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_206	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_206	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_206	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_206	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_206	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_207	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_207	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_207	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_207	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_207	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_207	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_207	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_208	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_208	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_208	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_208	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_208	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_208	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_208	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_209	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_209	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_209	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_209	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_209	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_209	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_209	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_301	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_301	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_301	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_301	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_301	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_301	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_301	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_302	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_302	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_302	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_302	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_302	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_302	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_302	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_303	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_303	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_303	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_303	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_303	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_303	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_303	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_304	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_304	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_304	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_304	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_304	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_304	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_304	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_305	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_305	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_305	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_305	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_305	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_305	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_305	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_306	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_306	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_306	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_306	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_306	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_306	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_306	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_307	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_307	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_307	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_307	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_307	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_307	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_307	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_308	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_308	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_308	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_308	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_308	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_308	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_308	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_309	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_309	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_309	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_309	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_309	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_309	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_309	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_401	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_401	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_401	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_401	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_401	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_401	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_401	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_402	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_402	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_402	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_402	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_402	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_402	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_402	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_403	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_403	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_403	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_403	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_403	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_403	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_403	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_404	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_404	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_404	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_404	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_404	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_404	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_404	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_405	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_405	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_405	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_405	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_405	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_405	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_405	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_406	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_406	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_406	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_406	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_406	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_406	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_406	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_407	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_407	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_407	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_407	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_407	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_407	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_407	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_408	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_408	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_408	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_408	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_408	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_408	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_408	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_409	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_409	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_409	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_409	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_409	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_409	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_409	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_410	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_410	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_410	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_410	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_410	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_410	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_410	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_501	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_501	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_501	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_501	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_501	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_501	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_501	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_502	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_502	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_502	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_502	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_502	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_502	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_502	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_503	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_503	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_503	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_503	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_503	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_503	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_503	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_504	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_504	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_504	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_504	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_504	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_504	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_504	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_505	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_505	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_505	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_505	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_505	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_505	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_505	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_506	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_506	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_506	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_506	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_506	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_506	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_506	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_507	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_507	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_507	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_507	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_507	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_507	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_507	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_508	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_508	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_508	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_508	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_508	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_508	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_508	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_509	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_509	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_509	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_509	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_509	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_509	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_509	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_Kahuku	2011	2922000.0	0.0
Oahu_OnshoreWind_OnWind_Kahuku	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_Kahuku	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_Kahuku	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_Kahuku	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_Kahuku	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_Kahuku	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_Kahuku	2045	1986498.14189	27400.0
Oahu_OnshoreWind_OnWind_Kawailoa	2012	2922000.0	0.0
Oahu_OnshoreWind_OnWind_Kawailoa	2020	2309475.44115	27400.0
Oahu_OnshoreWind_OnWind_Kawailoa	2022	2323682.91236	27400.0
Oahu_OnshoreWind_OnWind_Kawailoa	2025	2317920.03779	27400.0
Oahu_OnshoreWind_OnWind_Kawailoa	2030	2233664.86748	27400.0
Oahu_OnshoreWind_OnWind_Kawailoa	2035	2144407.82662	27400.0
Oahu_OnshoreWind_OnWind_Kawailoa	2040	2066733.99942	27400.0
Oahu_OnshoreWind_OnWind_Kawailoa	2045	1986498.14189	27400.0
Oahu_Waiau_10	1973	530587.244468	0.0
Oahu_Waiau_6	1961	530587.244468	0.0
Oahu_Waiau_7	1966	530587.244468	0.0
Oahu_Waiau_8	1968	530587.244468	0.0
Oahu_Waiau_9	1973	530587.244468	0.0
