LOAD_ZONE	VEHICLE_TYPE	BID_NUM	TIMEPOINT	ev_bid_by_type
Oahu	All_Diesel_Vehicles	0	2020020200	60.6519133962
Oahu	All_Diesel_Vehicles	0	2020020202	30.4390728825
Oahu	All_Diesel_Vehicles	0	2020020204	1.62411393238
Oahu	All_Diesel_Vehicles	0	2020020206	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020020208	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020020210	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020020212	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020020214	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020020216	20.9130878211
Oahu	All_Diesel_Vehicles	0	2020020218	43.0305878211
Oahu	All_Diesel_Vehicles	0	2020020220	66.8760878211
Oahu	All_Diesel_Vehicles	0	2020020222	83.4031720194
Oahu	All_Diesel_Vehicles	0	2020040200	60.6519133962
Oahu	All_Diesel_Vehicles	0	2020040202	30.4390728825
Oahu	All_Diesel_Vehicles	0	2020040204	1.62411393238
Oahu	All_Diesel_Vehicles	0	2020040206	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020040208	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020040210	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020040212	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020040214	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020040216	20.9130878211
Oahu	All_Diesel_Vehicles	0	2020040218	43.0305878211
Oahu	All_Diesel_Vehicles	0	2020040220	66.8760878211
Oahu	All_Diesel_Vehicles	0	2020040222	83.4031720194
Oahu	All_Diesel_Vehicles	0	2020060200	60.6519133962
Oahu	All_Diesel_Vehicles	0	2020060202	30.4390728825
Oahu	All_Diesel_Vehicles	0	2020060204	1.62411393238
Oahu	All_Diesel_Vehicles	0	2020060206	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020060208	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020060210	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020060212	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020060214	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020060216	20.9130878211
Oahu	All_Diesel_Vehicles	0	2020060218	43.0305878211
Oahu	All_Diesel_Vehicles	0	2020060220	66.8760878211
Oahu	All_Diesel_Vehicles	0	2020060222	83.4031720194
Oahu	All_Diesel_Vehicles	0	2020080200	60.6519133962
Oahu	All_Diesel_Vehicles	0	2020080202	30.4390728825
Oahu	All_Diesel_Vehicles	0	2020080204	1.62411393238
Oahu	All_Diesel_Vehicles	0	2020080206	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020080208	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020080210	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020080212	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020080214	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020080216	20.9130878211
Oahu	All_Diesel_Vehicles	0	2020080218	43.0305878211
Oahu	All_Diesel_Vehicles	0	2020080220	66.8760878211
Oahu	All_Diesel_Vehicles	0	2020080222	83.4031720194
Oahu	All_Diesel_Vehicles	0	2020100200	60.6519133962
Oahu	All_Diesel_Vehicles	0	2020100202	30.4390728825
Oahu	All_Diesel_Vehicles	0	2020100204	1.62411393238
Oahu	All_Diesel_Vehicles	0	2020100206	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020100208	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020100210	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020100212	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020100214	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020100216	20.9130878211
Oahu	All_Diesel_Vehicles	0	2020100218	43.0305878211
Oahu	All_Diesel_Vehicles	0	2020100220	66.8760878211
Oahu	All_Diesel_Vehicles	0	2020100222	83.4031720194
Oahu	All_Diesel_Vehicles	0	2020120200	60.6519133962
Oahu	All_Diesel_Vehicles	0	2020120202	30.4390728825
Oahu	All_Diesel_Vehicles	0	2020120204	1.62411393238
Oahu	All_Diesel_Vehicles	0	2020120206	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020120208	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020120210	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020120212	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020120214	3.97958782107
Oahu	All_Diesel_Vehicles	0	2020120216	20.9130878211
Oahu	All_Diesel_Vehicles	0	2020120218	43.0305878211
Oahu	All_Diesel_Vehicles	0	2020120220	66.8760878211
Oahu	All_Diesel_Vehicles	0	2020120222	83.4031720194
Oahu	All_Diesel_Vehicles	0	2022020600	60.6519133962
Oahu	All_Diesel_Vehicles	0	2022020602	30.4390728825
Oahu	All_Diesel_Vehicles	0	2022020604	1.62411393238
Oahu	All_Diesel_Vehicles	0	2022020606	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022020608	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022020610	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022020612	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022020614	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022020616	20.9130878211
Oahu	All_Diesel_Vehicles	0	2022020618	43.0305878211
Oahu	All_Diesel_Vehicles	0	2022020620	66.8760878211
Oahu	All_Diesel_Vehicles	0	2022020622	83.4031720194
Oahu	All_Diesel_Vehicles	0	2022040600	60.6519133962
Oahu	All_Diesel_Vehicles	0	2022040602	30.4390728825
Oahu	All_Diesel_Vehicles	0	2022040604	1.62411393238
Oahu	All_Diesel_Vehicles	0	2022040606	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022040608	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022040610	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022040612	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022040614	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022040616	20.9130878211
Oahu	All_Diesel_Vehicles	0	2022040618	43.0305878211
Oahu	All_Diesel_Vehicles	0	2022040620	66.8760878211
Oahu	All_Diesel_Vehicles	0	2022040622	83.4031720194
Oahu	All_Diesel_Vehicles	0	2022060600	60.6519133962
Oahu	All_Diesel_Vehicles	0	2022060602	30.4390728825
Oahu	All_Diesel_Vehicles	0	2022060604	1.62411393238
Oahu	All_Diesel_Vehicles	0	2022060606	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022060608	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022060610	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022060612	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022060614	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022060616	20.9130878211
Oahu	All_Diesel_Vehicles	0	2022060618	43.0305878211
Oahu	All_Diesel_Vehicles	0	2022060620	66.8760878211
Oahu	All_Diesel_Vehicles	0	2022060622	83.4031720194
Oahu	All_Diesel_Vehicles	0	2022080600	60.6519133962
Oahu	All_Diesel_Vehicles	0	2022080602	30.4390728825
Oahu	All_Diesel_Vehicles	0	2022080604	1.62411393238
Oahu	All_Diesel_Vehicles	0	2022080606	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022080608	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022080610	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022080612	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022080614	3.97958782107
Oahu	All_Diesel_Vehicles	0	2022080616	20.9130878211
Oahu	All_Diesel_Vehicles	0	2022080618	43.0305878211
Oahu	All_Diesel_Vehicles	0	2022080620	66.8760878211
Oahu	All_Diesel_Vehicles	0	2022080622	83.4031720194
Oahu	All_Diesel_Vehicles	0	2022100600	60.6519133962
Oahu	All_Diesel_Vehicles	0	2022100602	30.4390728825
Oahu	All_Diesel_Vehicles	0	2022100604	1.62411393238
Oahu	All_Diesel_Vehicles	0	2022100606	3.97958782107
