GENERATION_PROJECT	build_year	gen_overnight_cost	gen_storage_energy_overnight_cost	gen_fixed_om
Oahu_AES	1992	1850000.0	.	0.0
Oahu_Airport_DSG	2013	530587.244468	.	0.0
Oahu_Battery_4	2025	1338821.07354	0.0	19470.0
Oahu_Battery_4	2045	729618.531047	0.0	19470.0
Oahu_Battery_6	2025	1612206.29276	0.0	27490.0
Oahu_Battery_6	2045	879238.017397	0.0	27490.0
Oahu_Battery_Conting	2025	355996.952125	0.0	5420.0
Oahu_Battery_Conting	2045	182404.632762	0.0	5420.0
Oahu_Battery_Reg	2025	522923.752643	0.0	7610.0
Oahu_Battery_Reg	2045	273606.949143	0.0	7610.0
Oahu_CC_152	2025	1583249.60287	.	17290.0
Oahu_CC_152	2045	1511097.20278	.	17290.0
Oahu_CIP_CT	2009	530587.244468	.	0.0
Oahu_CentralTrackingPV_PV_01	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_01	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_02	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_02	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_03	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_03	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_04	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_04	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_05	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_05	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_06	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_06	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_07	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_07	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_08	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_08	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_09	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_09	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_10	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_10	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_11	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_11	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_12	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_12	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_13	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_13	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_14	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_14	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_15	2025	2153676.33775	.	27400.0
Oahu_CentralTrackingPV_PV_15	2045	1415952.11519	.	27400.0
Oahu_CentralTrackingPV_PV_16	2025	2153676.33775	.	27400.0
